Generated by http://statistics.gov.scot,2020-12-07T13:29:45+00:00
http://statistics.gov.scot/data/age-at-first-birth,Age of First Time Mothers
Reference Period,2013/14-2015/16
Age,19 years and under
Measure (cell values): ,"Count(First Time Mothers), Ratio(Percent Of First Time Mothers)"

,,http://statistics.gov.scot/def/measure-properties/count,http://statistics.gov.scot/def/measure-properties/ratio
http://statistics.gov.scot/id/statistical-geography/S01012077,Paisley West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012078,Paisley West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012079,Paisley West - 06,4,30.77
http://statistics.gov.scot/id/statistical-geography/S01012080,Paisley West - 07,4,30.77
http://statistics.gov.scot/id/statistical-geography/S01010056,Parkhead East and Braidfauld North - 01,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01010057,Parkhead East and Braidfauld North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010058,Parkhead East and Braidfauld North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010059,Parkhead East and Braidfauld North - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010060,Parkhead East and Braidfauld North - 05,3,13.64
http://statistics.gov.scot/id/statistical-geography/S01010049,Parkhead West and Barrowfield - 01,3,20
http://statistics.gov.scot/id/statistical-geography/S01010050,Parkhead West and Barrowfield - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010051,Parkhead West and Barrowfield - 03,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01010052,Parkhead West and Barrowfield - 04,1,4.35
http://statistics.gov.scot/id/statistical-geography/S01010053,Parkhead West and Barrowfield - 05,1,5
http://statistics.gov.scot/id/statistical-geography/S01010054,Parkhead West and Barrowfield - 06,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01010055,Parkhead West and Barrowfield - 07,3,25
http://statistics.gov.scot/id/statistical-geography/S01008464,Parkhead and Sighthill - 01,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01008465,Parkhead and Sighthill - 02,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01008466,Parkhead and Sighthill - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008467,Parkhead and Sighthill - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010393,Partick - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010394,Partick - 02,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01010395,Partick - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010396,Partick - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010397,Partickhill and Hyndland - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010398,Partickhill and Hyndland - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010399,Partickhill and Hyndland - 03,1,4.76
http://statistics.gov.scot/id/statistical-geography/S01010400,Partickhill and Hyndland - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010401,Partickhill and Hyndland - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01010402,Partickhill and Hyndland - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01011388,Pather - 01,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01011389,Pather - 02,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01011390,Pather - 03,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01011391,Pather - 04,2,25
http://statistics.gov.scot/id/statistical-geography/S01011392,Pather - 05,2,20
http://statistics.gov.scot/id/statistical-geography/S01009527,Pathhead Central,0,0
http://statistics.gov.scot/id/statistical-geography/S01009524,Pathhead North West,2,13.33
http://statistics.gov.scot/id/statistical-geography/S01009528,Pathhead South and Sands,0,0
http://statistics.gov.scot/id/statistical-geography/S01011014,Pathhead and Rural East Midlothian - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011015,Pathhead and Rural East Midlothian - 02,1,50
http://statistics.gov.scot/id/statistical-geography/S01011016,Pathhead and Rural East Midlothian - 03,3,8.57
http://statistics.gov.scot/id/statistical-geography/S01011017,Pathhead and Rural East Midlothian - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011018,Pathhead and Rural East Midlothian - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01011019,Pathhead and Rural East Midlothian - 06,3,16.67
http://statistics.gov.scot/id/statistical-geography/S01011020,Pathhead and Rural East Midlothian - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01009365,Pattiesmuir,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01009698,Peat Inn and Dunino,0,0
http://statistics.gov.scot/id/statistical-geography/S01012251,Peebles - N - Connor St,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01012253,Peebles - N - Cuddyside,0,0
http://statistics.gov.scot/id/statistical-geography/S01012255,Peebles - N - Eastgate,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01012254,Peebles - N - March St,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01012259,Peebles - S - Caledonian-Springhill,0,0
http://statistics.gov.scot/id/statistical-geography/S01012256,Peebles - S - Calvalry Park,0,0
http://statistics.gov.scot/id/statistical-geography/S01012258,Peebles - S - Edderston Rd,0,0
http://statistics.gov.scot/id/statistical-geography/S01012257,Peebles - S - Gallow Hill,1,25
http://statistics.gov.scot/id/statistical-geography/S01012260,Peebles - S - Victoria Park,0,0
http://statistics.gov.scot/id/statistical-geography/S01012252,Peebles North - Dalatho,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01010945,Penicuik East - 01,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01010946,Penicuik East - 02,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01010947,Penicuik East - 03,2,66.67
http://statistics.gov.scot/id/statistical-geography/S01010948,Penicuik East - 04,2,66.67
http://statistics.gov.scot/id/statistical-geography/S01010949,Penicuik North - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010950,Penicuik North - 02,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01010951,Penicuik North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010952,Penicuik North - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010953,Penicuik North - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01010934,Penicuik Southeast - 01,1,10
http://statistics.gov.scot/id/statistical-geography/S01010935,Penicuik Southeast - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010936,Penicuik Southeast - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010937,Penicuik Southeast - 04,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010938,Penicuik Southeast - 05,2,40
http://statistics.gov.scot/id/statistical-geography/S01010939,Penicuik Southwest - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010940,Penicuik Southwest - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010941,Penicuik Southwest - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010942,Penicuik Southwest - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010943,Penicuik Southwest - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01010944,Penicuik Southwest - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009822,Penilee - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009823,Penilee - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009824,Penilee - 03,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009825,Penilee - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009826,Penilee - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009827,Penilee - 06,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01009828,Penilee - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01010954,Pentland - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010955,Pentland - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010956,Pentland - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007689,Perth Road - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007690,Perth Road - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007691,Perth Road - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007692,Perth Road - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007693,Perth Road - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007694,Perth Road - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007078,Peterhead Bay - 01,3,15
http://statistics.gov.scot/id/statistical-geography/S01007079,Peterhead Bay - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007080,Peterhead Bay - 03,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01007081,Peterhead Harbour - 01,6,27.27
http://statistics.gov.scot/id/statistical-geography/S01007082,Peterhead Harbour - 02,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01007083,Peterhead Harbour - 03,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01007084,Peterhead Harbour - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007085,Peterhead Harbour - 05,3,20
http://statistics.gov.scot/id/statistical-geography/S01007086,Peterhead Harbour - 06,4,13.33
http://statistics.gov.scot/id/statistical-geography/S01007087,Peterhead Harbour - 07,4,25
http://statistics.gov.scot/id/statistical-geography/S01007088,Peterhead Harbour - 08,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01007072,Peterhead Links - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007073,Peterhead Links - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007074,Peterhead Links - 03,3,21.43
http://statistics.gov.scot/id/statistical-geography/S01007075,Peterhead Links - 04,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01007076,Peterhead Links - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007077,Peterhead Links - 06,3,27.27
http://statistics.gov.scot/id/statistical-geography/S01007089,Peterhead Ugieside - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007090,Peterhead Ugieside - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007091,Peterhead Ugieside - 03,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007092,Peterhead Ugieside - 04,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007093,Peterhead Ugieside - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007094,Peterhead Ugieside - 06,2,20
http://statistics.gov.scot/id/statistical-geography/S01011630,Petersburn - 01,3,42.86
http://statistics.gov.scot/id/statistical-geography/S01011631,Petersburn - 02,4,36.36
http://statistics.gov.scot/id/statistical-geography/S01011632,Petersburn - 03,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01011633,Petersburn - 04,3,60
http://statistics.gov.scot/id/statistical-geography/S01011634,Petersburn - 05,4,50
http://statistics.gov.scot/id/statistical-geography/S01011635,Petersburn - 06,3,42.86
http://statistics.gov.scot/id/statistical-geography/S01010203,Petershill - 01,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01010204,Petershill - 02,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01010205,Petershill - 03,1,20
http://statistics.gov.scot/id/statistical-geography/S01010207,Petershill - 05,2,6.25
http://statistics.gov.scot/id/statistical-geography/S01010208,Petershill - 06,1,5.26
http://statistics.gov.scot/id/statistical-geography/S01007977,Piersland - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007978,Piersland - 02,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01007979,Piersland - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007980,Piersland - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007981,Piersland - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008813,Pilrig - 01,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01008814,Pilrig - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008815,Pilrig - 03,3,14.29
http://statistics.gov.scot/id/statistical-geography/S01008816,Pilrig - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009311,Pitbauchlie West,8,50
http://statistics.gov.scot/id/statistical-geography/S01009360,Pitbauchlie and Pitcorthie North West,0,0
http://statistics.gov.scot/id/statistical-geography/S01009603,Pitcairn,0,0
http://statistics.gov.scot/id/statistical-geography/S01009355,Pitcorthie Central,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009356,Pitcorthie East,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01009342,Pitcorthie North,3,27.27
http://statistics.gov.scot/id/statistical-geography/S01009343,Pitcorthie North East,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009337,Pitcorthie North West,3,21.43
http://statistics.gov.scot/id/statistical-geography/S01009362,Pitcorthie West,0,0
http://statistics.gov.scot/id/statistical-geography/S01009599,Pitcoudie,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01012009,Pitlochry - 01,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01012010,Pitlochry - 02,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01012011,Pitlochry - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012012,Pitlochry - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009361,Pitreavie,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01009358,Pitreavie Castle East and Heathery,0,0
http://statistics.gov.scot/id/statistical-geography/S01009357,Pitreavie Castle West,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009299,Pittencrieff,1,4.17
http://statistics.gov.scot/id/statistical-geography/S01009703,Pittenweem East,2,20
http://statistics.gov.scot/id/statistical-geography/S01009704,Pittenweem West,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009583,Pitteuchar Central,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01009582,Pitteuchar North East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009586,Pitteuchar South,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01009581,Pitteuchar South East,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01009585,Pitteuchar West,0,0
http://statistics.gov.scot/id/statistical-geography/S01009580,Pitteuchar Woods,0,0
http://statistics.gov.scot/id/statistical-geography/S01013025,Plean and Rural SE - 01,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01013026,Plean and Rural SE - 02,1,4.35
http://statistics.gov.scot/id/statistical-geography/S01013027,Plean and Rural SE - 03,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01013028,Plean and Rural SE - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009046,Point - 01,2,10
http://statistics.gov.scot/id/statistical-geography/S01009047,Point - 02,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01009048,Point - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009049,Point - 04,1,25
http://statistics.gov.scot/id/statistical-geography/S01009799,Pollok North and East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009800,Pollok North and East - 02,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01009801,Pollok North and East - 03,5,35.71
http://statistics.gov.scot/id/statistical-geography/S01009802,Pollok North and East - 04,3,16.67
http://statistics.gov.scot/id/statistical-geography/S01009803,Pollok North and East - 05,3,21.43
http://statistics.gov.scot/id/statistical-geography/S01009804,Pollok North and East - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009805,Pollok North and East - 07,4,28.57
http://statistics.gov.scot/id/statistical-geography/S01009792,Pollok South and West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009793,Pollok South and West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009794,Pollok South and West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009795,Pollok South and West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009796,Pollok South and West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009797,Pollok South and West - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009798,Pollok South and West - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01009933,Pollokshaws - 01,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009934,Pollokshaws - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009935,Pollokshaws - 03,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01009936,Pollokshaws - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009937,Pollokshaws - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009938,Pollokshaws - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009881,Pollokshields East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009882,Pollokshields East - 02,1,2.13
http://statistics.gov.scot/id/statistical-geography/S01009883,Pollokshields East - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009884,Pollokshields East - 04,1,5
http://statistics.gov.scot/id/statistical-geography/S01009885,Pollokshields East - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009886,Pollokshields East - 06,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009875,Pollokshields West - 01,1,5
http://statistics.gov.scot/id/statistical-geography/S01009876,Pollokshields West - 02,3,33.33
http://statistics.gov.scot/id/statistical-geography/S01009877,Pollokshields West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009878,Pollokshields West - 04,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01009879,Pollokshields West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009880,Pollokshields West - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009205,Polmont - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009206,Polmont - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009207,Polmont - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009208,Polmont - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009209,Polmont - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009210,Polmont - 06,1,50
http://statistics.gov.scot/id/statistical-geography/S01008645,Polwarth - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008646,Polwarth - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008647,Polwarth - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008648,Polwarth - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008649,Polwarth - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008650,Polwarth - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01010916,"Port Glasgow Mid, East and Central - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01010917,"Port Glasgow Mid, East and Central - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01010918,"Port Glasgow Mid, East and Central - 03",3,37.5
http://statistics.gov.scot/id/statistical-geography/S01010919,"Port Glasgow Mid, East and Central - 04",2,22.22
http://statistics.gov.scot/id/statistical-geography/S01010920,"Port Glasgow Mid, East and Central - 05",3,25
http://statistics.gov.scot/id/statistical-geography/S01010921,"Port Glasgow Mid, East and Central - 06",0,0
http://statistics.gov.scot/id/statistical-geography/S01010922,"Port Glasgow Mid, East and Central - 07",3,27.27
http://statistics.gov.scot/id/statistical-geography/S01010923,Port Glasgow Upper East - 01,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01010924,Port Glasgow Upper East - 02,2,25
http://statistics.gov.scot/id/statistical-geography/S01010925,Port Glasgow Upper East - 03,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010926,Port Glasgow Upper East - 04,1,10
http://statistics.gov.scot/id/statistical-geography/S01010927,Port Glasgow Upper East - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01010928,Port Glasgow Upper East - 06,1,20
http://statistics.gov.scot/id/statistical-geography/S01010929,Port Glasgow Upper East - 07,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01010907,"Port Glasgow Upper, West and Central - 01",2,9.52
http://statistics.gov.scot/id/statistical-geography/S01010908,"Port Glasgow Upper, West and Central - 02",1,10
http://statistics.gov.scot/id/statistical-geography/S01010909,"Port Glasgow Upper, West and Central - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01010910,"Port Glasgow Upper, West and Central - 04",2,22.22
http://statistics.gov.scot/id/statistical-geography/S01010911,"Port Glasgow Upper, West and Central - 05",2,33.33
http://statistics.gov.scot/id/statistical-geography/S01010912,"Port Glasgow Upper, West and Central - 06",2,28.57
http://statistics.gov.scot/id/statistical-geography/S01010913,"Port Glasgow Upper, West and Central - 07",0,0
http://statistics.gov.scot/id/statistical-geography/S01010914,"Port Glasgow Upper, West and Central - 08",1,16.67
http://statistics.gov.scot/id/statistical-geography/S01010915,"Port Glasgow Upper, West and Central - 09",0,0
http://statistics.gov.scot/id/statistical-geography/S01006842,Portlethen - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006843,Portlethen - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006844,Portlethen - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006845,Portlethen - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006846,Portlethen - 05,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01006847,Portlethen - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01008728,Portobello - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008729,Portobello - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008730,Portobello - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008731,Portobello - 04,1,25
http://statistics.gov.scot/id/statistical-geography/S01008732,Portobello - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008733,Portobello - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007023,"Portsoy, Fordyce and Cornhill - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01007024,"Portsoy, Fordyce and Cornhill - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01007025,"Portsoy, Fordyce and Cornhill - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01007026,"Portsoy, Fordyce and Cornhill - 04",1,12.5
http://statistics.gov.scot/id/statistical-geography/S01010323,Possil Park - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010324,Possil Park - 02,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01010325,Possil Park - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010326,Possil Park - 04,4,22.22
http://statistics.gov.scot/id/statistical-geography/S01010327,Possil Park - 05,3,13.04
http://statistics.gov.scot/id/statistical-geography/S01010328,Possil Park - 06,2,11.76
http://statistics.gov.scot/id/statistical-geography/S01010329,Possil Park - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01011833,"Powmill, Cleish and Scotlandwell - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01011834,"Powmill, Cleish and Scotlandwell - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01011835,"Powmill, Cleish and Scotlandwell - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01011836,"Powmill, Cleish and Scotlandwell - 04",0,0
http://statistics.gov.scot/id/statistical-geography/S01011837,"Powmill, Cleish and Scotlandwell - 05",0,0
http://statistics.gov.scot/id/statistical-geography/S01012319,Preston and Manderston Area,0,0
http://statistics.gov.scot/id/statistical-geography/S01008595,Prestonfield - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008596,Prestonfield - 02,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01008597,Prestonfield - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008598,Prestonfield - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009607,Prestonhall,0,0
http://statistics.gov.scot/id/statistical-geography/S01012531,Prestwick Airport and Monkton - 01,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01012532,Prestwick Airport and Monkton - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012533,Prestwick Airport and Monkton - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012534,Prestwick Airport and Monkton - 04,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01012524,Prestwick East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012525,Prestwick East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012526,Prestwick East - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012527,Prestwick East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012528,Prestwick East - 05,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01012529,Prestwick East - 06,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01012530,Prestwick East - 07,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01012518,Prestwick West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012519,Prestwick West - 02,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01012520,Prestwick West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012521,Prestwick West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012522,Prestwick West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012523,Prestwick West - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01013299,Pumpherston and Uphall Station - 01,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01013300,Pumpherston and Uphall Station - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01013301,Pumpherston and Uphall Station - 03,2,33.33
http://statistics.gov.scot/id/statistical-geography/S01013302,Pumpherston and Uphall Station - 04,1,50
http://statistics.gov.scot/id/statistical-geography/S01009321,Queen Margaret Fauld,0,0
http://statistics.gov.scot/id/statistical-geography/S01009326,Queen Margaret Hospital,1,20
http://statistics.gov.scot/id/statistical-geography/S01009003,Queensferry East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009004,Queensferry East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009005,Queensferry East - 03,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009006,Queensferry East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009007,Queensferry East - 05,2,33.33
http://statistics.gov.scot/id/statistical-geography/S01009008,Queensferry East - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009009,Queensferry West - 01,2,20
http://statistics.gov.scot/id/statistical-geography/S01009010,Queensferry West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009011,Queensferry West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009012,Queensferry West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009013,Queensferry West - 05,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01011167,"Rafford, Dallas, Dyke to Dava - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01011168,"Rafford, Dallas, Dyke to Dava - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01011169,"Rafford, Dallas, Dyke to Dava - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01011170,"Rafford, Dallas, Dyke to Dava - 04",0,0
http://statistics.gov.scot/id/statistical-geography/S01009494,Raith,0,0
http://statistics.gov.scot/id/statistical-geography/S01009493,Raith Estate and Southerton,0,0
http://statistics.gov.scot/id/statistical-geography/S01009495,Raith and Long Braes,0,0
http://statistics.gov.scot/id/statistical-geography/S01012013,Rannoch and Aberfeldy - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012014,Rannoch and Aberfeldy - 02,1,10
http://statistics.gov.scot/id/statistical-geography/S01012015,Rannoch and Aberfeldy - 03,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01012016,Rannoch and Aberfeldy - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012017,Rannoch and Aberfeldy - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012018,Rannoch and Aberfeldy - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01013072,Raploch - 01,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01013073,Raploch - 02,1,4.17
http://statistics.gov.scot/id/statistical-geography/S01013074,Raploch - 03,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01013075,Raploch - 04,6,31.58
