feature_code,year,measurement,units,value,scottish_health_survey_indicator,sex,council_name,long,lat
S12000036,2019,Percent,Percent Of Adults,8,Summary activity levels: Some activity,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,47,Alcohol consumption: Moderate drinker,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,81,Self-assessed general health: Very good/Good,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,36,Life satisfaction: Mode (8),Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,1,Summary activity levels: Low activity,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,8,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,51,Overweight: Overweight (including obese),All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,4,Self-assessed general health: Bad/Very bad,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,15,Self-assessed general health: Fair,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,37,Fruit & vegetable consumption: 5 portions or more,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,15,Smoking status: Current smoker,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Mean,WEMWBS Score,50.3,Mental wellbeing,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Mean,WEMWBS Score,50.8,Mental wellbeing,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,57,Fruit & vegetable consumption: Less than 5 portions,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,81,Obesity: Not obese,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,64,Fruit & vegetable consumption: Less than 5 portions,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,29,Long-term illness: Limiting long-term illness,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,19,Smoking status: Used to smoke regularly,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,55,General health questionnaire (GHQ-12): Score 0,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,15,Self-assessed general health: Fair,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,20,Smoking status: Current smoker,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,81,Obesity: Not obese,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,21,Long-term illness: Limiting long-term illness,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,19,Obesity: Obese,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,61,Fruit & vegetable consumption: Less than 5 portions,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,81,Summary activity levels: Meets recommendations,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,55,Overweight: Overweight (including obese),Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,58,Fruit & vegetable consumption: Less than 5 portions,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,81,Self-assessed general health: Very good/Good,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,81,Obesity: Not obese,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,43,Alcohol consumption: Hazardous/Harmful drinker,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,14,Self-assessed general health: Fair,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,47,Overweight: Overweight (including obese),Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,55,Alcohol consumption: Moderate drinker,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,53,Overweight: Overweight (including obese),All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Mean,Units of alcohol,14.5,Alcohol consumption (mean weekly units),All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,47,Overweight: Overweight (including obese),Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,61,Fruit & vegetable consumption: Less than 5 portions,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,7,Summary activity levels: Some activity,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,6,E-cigarette use: Currently using,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Mean,Units of alcohol,18.8,Alcohol consumption (mean weekly units),Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,63,Alcohol consumption: Moderate drinker,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,14,Self-assessed general health: Fair,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,49,Overweight: Not overweight or obese,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,88,Any cardiovascular condition: No cardiovascular condition,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,30,General health questionnaire (GHQ-12): Score 1-3,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,33,Fruit & vegetable consumption: 5 portions or more,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,19,Smoking status: Used to smoke regularly,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,68,Summary activity levels: Meets recommendations,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,80,Self-assessed general health: Very good/Good,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,62,Long-term illness: No long-term illness,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,42,Overweight: Not overweight or obese,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,58,Overweight: Overweight (including obese),Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,15,Smoking status: Current smoker,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,All,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,80,Obesity: Not obese,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,53,Overweight: Not overweight or obese,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,15,Long-term illness: Non-limiting long-term illness,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,75,Summary activity levels: Meets recommendations,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Mean,Units of alcohol,18.9,Alcohol consumption (mean weekly units),Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,19,Smoking status: Current smoker,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2018,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,15,Self-assessed general health: Fair,Female,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,7,Summary activity levels: Some activity,Male,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,14,Summary activity levels: Very low activity,All,City of Edinburgh,-3.27826,55.91119
S12000036,2019,Percent,Percent Of Adults,92,"Provide any regular help or care for any sick, disabled or frail person: No",Male,City of Edinburgh,-3.27826,55.91119
S12000047,2019,Percent,Percent Of Adults,31,Obesity: Obese,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,34,Obesity: Obese,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,31,Obesity: Obese,Male,Fife,-2.98235,56.23117
S12000047,2019,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions),Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,38,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,68,Summary activity levels: Meets recommendations,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,36,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,29,Obesity: Obese,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Female,Fife,-2.98235,56.23117
S12000047,2019,Mean,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,56,Long-term illness: No long-term illness,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,15,Long-term illness: Non-limiting long-term illness,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,55,Long-term illness: No long-term illness,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,13,Summary activity levels: Some activity,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,28,General health questionnaire (GHQ-12): Score 1-3,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,22,Alcohol consumption: Hazardous/Harmful drinker,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,40,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,15,Long-term illness: Non-limiting long-term illness,Male,Fife,-2.98235,56.23117
S12000047,2018,Mean,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions),All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,58,Summary activity levels: Meets recommendations,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,18,Alcohol consumption: Hazardous/Harmful drinker,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,52,Long-term illness: No long-term illness,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female,Fife,-2.98235,56.23117
S12000047,2019,Mean,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,24,Summary activity levels: Very low activity,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,33,Overweight: Not overweight or obese,Female,Fife,-2.98235,56.23117
S12000047,2018,Mean,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions),Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,15,Long-term illness: Non-limiting long-term illness,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,20,Doctor-diagnosed asthma: Yes,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,49,Long-term illness: No long-term illness,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,70,Self-assessed general health: Very good/Good,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,29,Long-term illness: Limiting long-term illness,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,35,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Fife,-2.98235,56.23117
S12000047,2019,Mean,Units of alcohol,11.2,Alcohol consumption (mean weekly units),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,55,General health questionnaire (GHQ-12): Score 0,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,14,Any cardiovascular condition: Has a cardiovascular condition,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,87,"Provide any regular help or care for any sick, disabled or frail person: No",All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,85,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,50,Long-term illness: No long-term illness,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,40,Long-term illness: Limiting long-term illness,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,89,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,53,General health questionnaire (GHQ-12): Score 0,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,59,General health questionnaire (GHQ-12): Score 0,All,Fife,-2.98235,56.23117
S12000047,2018,Mean,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,33,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,37,Long-term illness: Limiting long-term illness,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,All,Fife,-2.98235,56.23117
S12000047,2019,Mean,Units of alcohol,13.9,Alcohol consumption (mean weekly units),Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,32,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Fife,-2.98235,56.23117
S12000047,2018,Mean,Units of alcohol,11.4,Alcohol consumption (mean weekly units),All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,28,Alcohol consumption: Hazardous/Harmful drinker,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,15,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,32,Overweight: Not overweight or obese,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,64,General health questionnaire (GHQ-12): Score 0,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,32,Obesity: Obese,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,80,Doctor-diagnosed asthma: No,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,34,Overweight: Not overweight or obese,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,21,Alcohol consumption: Hazardous/Harmful drinker,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,64,General health questionnaire (GHQ-12): Score 0,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 4+,Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,11,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male,Fife,-2.98235,56.23117
S12000047,2018,Mean,Units of alcohol,14.5,Alcohol consumption (mean weekly units),Male,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,32,Obesity: Obese,All,Fife,-2.98235,56.23117
S12000047,2019,Mean,Units of alcohol,8.9,Alcohol consumption (mean weekly units),Female,Fife,-2.98235,56.23117
S12000047,2018,Mean,Units of alcohol,8.5,Alcohol consumption (mean weekly units),Female,Fife,-2.98235,56.23117
S12000047,2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Female,Fife,-2.98235,56.23117
S12000047,2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,All,Fife,-2.98235,56.23117
